frase,codice
calcola 0 per 16,print(0 * 16)
moltiplica 0 per 17,print(0 * 17)
0 volte 17,print(0 * 17)
calcola 0 per 17,print(0 * 17)
moltiplica 0 per 18,print(0 * 18)
0 volte 18,print(0 * 18)
calcola 0 per 18,print(0 * 18)
moltiplica 0 per 19,print(0 * 19)
0 volte 19,print(0 * 19)
calcola 0 per 19,print(0 * 19)
moltiplica 0 per 20,print(0 * 20)
0 volte 20,print(0 * 20)
calcola 0 per 20,print(0 * 20)
moltiplica 1 per 0,print(1 * 0)
1 volte 0,print(1 * 0)
calcola 1 per 0,print(1 * 0)
moltiplica 1 per 1,print(1 * 1)
1 volte 1,print(1 * 1)
calcola 1 per 1,print(1 * 1)
moltiplica 1 per 2,print(1 * 2)
1 volte 2,print(1 * 2)
calcola 1 per 2,print(1 * 2)
moltiplica 1 per 3,print(1 * 3)
1 volte 3,print(1 * 3)
calcola 1 per 3,print(1 * 3)
moltiplica 1 per 4,print(1 * 4)
1 volte 4,print(1 * 4)
calcola 1 per 4,print(1 * 4)
moltiplica 1 per 5,print(1 * 5)
1 volte 5,print(1 * 5)
calcola 1 per 5,print(1 * 5)
moltiplica 1 per 6,print(1 * 6)
1 volte 6,print(1 * 6)
calcola 1 per 6,print(1 * 6)
moltiplica 1 per 7,print(1 * 7)
1 volte 7,print(1 * 7)
calcola 1 per 7,print(1 * 7)
moltiplica 1 per 8,print(1 * 8)
1 volte 8,print(1 * 8)
calcola 1 per 8,print(1 * 8)
moltiplica 1 per 9,print(1 * 9)
1 volte 9,print(1 * 9)
calcola 1 per 9,print(1 * 9)
moltiplica 1 per 10,print(1 * 10)
1 volte 10,print(1 * 10)
calcola 1 per 10,print(1 * 10)
moltiplica 1 per 11,print(1 * 11)
1 volte 11,print(1 * 11)
calcola 1 per 11,print(1 * 11)
moltiplica 1 per 12,print(1 * 12)
1 volte 12,print(1 * 12)
calcola 1 per 12,print(1 * 12)
moltiplica 1 per 13,print(1 * 13)
1 volte 13,print(1 * 13)
calcola 1 per 13,print(1 * 13)
moltiplica 1 per 14,print(1 * 14)
1 volte 14,print(1 * 14)
calcola 1 per 14,print(1 * 14)
moltiplica 1 per 15,print(1 * 15)
1 volte 15,print(1 * 15)
calcola 1 per 15,print(1 * 15)
moltiplica 1 per 16,print(1 * 16)
1 volte 16,print(1 * 16)
calcola 1 per 16,print(1 * 16)
moltiplica 1 per 17,print(1 * 17)
1 volte 17,print(1 * 17)
calcola 1 per 17,print(1 * 17)
moltiplica 1 per 18,print(1 * 18)
1 volte 18,print(1 * 18)
calcola 1 per 18,print(1 * 18)
moltiplica 1 per 19,print(1 * 19)
1 volte 19,print(1 * 19)
calcola 1 per 19,print(1 * 19)
moltiplica 1 per 20,print(1 * 20)
1 volte 20,print(1 * 20)
calcola 1 per 20,print(1 * 20)
moltiplica 2 per 0,print(2 * 0)
2 volte 0,print(2 * 0)
calcola 2 per 0,print(2 * 0)
moltiplica 2 per 1,print(2 * 1)
2 volte 1,print(2 * 1)
calcola 2 per 1,print(2 * 1)
moltiplica 2 per 2,print(2 * 2)
2 volte 2,print(2 * 2)
calcola 2 per 2,print(2 * 2)
moltiplica 2 per 3,print(2 * 3)
2 volte 3,print(2 * 3)
calcola 2 per 3,print(2 * 3)
moltiplica 2 per 4,print(2 * 4)
2 volte 4,print(2 * 4)
calcola 2 per 4,print(2 * 4)
moltiplica 2 per 5,print(2 * 5)
2 volte 5,print(2 * 5)
calcola 2 per 5,print(2 * 5)
moltiplica 2 per 6,print(2 * 6)
2 volte 6,print(2 * 6)
calcola 2 per 6,print(2 * 6)
moltiplica 2 per 7,print(2 * 7)
2 volte 7,print(2 * 7)
calcola 2 per 7,print(2 * 7)
moltiplica 2 per 8,print(2 * 8)
2 volte 8,print(2 * 8)
calcola 2 per 8,print(2 * 8)
moltiplica 2 per 9,print(2 * 9)
2 volte 9,print(2 * 9)
calcola 2 per 9,print(2 * 9)
moltiplica 2 per 10,print(2 * 10)
2 volte 10,print(2 * 10)
calcola 2 per 10,print(2 * 10)
moltiplica 2 per 11,print(2 * 11)
2 volte 11,print(2 * 11)
calcola 2 per 11,print(2 * 11)
moltiplica 2 per 12,print(2 * 12)
2 volte 12,print(2 * 12)
calcola 2 per 12,print(2 * 12)
moltiplica 2 per 13,print(2 * 13)
2 volte 13,print(2 * 13)
calcola 2 per 13,print(2 * 13)
moltiplica 2 per 14,print(2 * 14)
2 volte 14,print(2 * 14)
calcola 2 per 14,print(2 * 14)
moltiplica 2 per 15,print(2 * 15)
2 volte 15,print(2 * 15)
calcola 2 per 15,print(2 * 15)
moltiplica 2 per 16,print(2 * 16)
2 volte 16,print(2 * 16)
calcola 2 per 16,print(2 * 16)
moltiplica 2 per 17,print(2 * 17)
2 volte 17,print(2 * 17)
calcola 2 per 17,print(2 * 17)
moltiplica 2 per 18,print(2 * 18)
2 volte 18,print(2 * 18)
calcola 2 per 18,print(2 * 18)
moltiplica 2 per 19,print(2 * 19)
2 volte 19,print(2 * 19)
calcola 2 per 19,print(2 * 19)
moltiplica 2 per 20,print(2 * 20)
2 volte 20,print(2 * 20)
calcola 2 per 20,print(2 * 20)
moltiplica 3 per 0,print(3 * 0)
3 volte 0,print(3 * 0)
calcola 3 per 0,print(3 * 0)
moltiplica 3 per 1,print(3 * 1)
3 volte 1,print(3 * 1)
calcola 3 per 1,print(3 * 1)
moltiplica 3 per 2,print(3 * 2)
3 volte 2,print(3 * 2)
calcola 3 per 2,print(3 * 2)
moltiplica 3 per 3,print(3 * 3)
3 volte 3,print(3 * 3)
calcola 3 per 3,print(3 * 3)
moltiplica 3 per 4,print(3 * 4)
3 volte 4,print(3 * 4)
calcola 3 per 4,print(3 * 4)
moltiplica 3 per 5,print(3 * 5)
3 volte 5,print(3 * 5)
calcola 3 per 5,print(3 * 5)
moltiplica 3 per 6,print(3 * 6)
3 volte 6,print(3 * 6)
calcola 3 per 6,print(3 * 6)
moltiplica 3 per 7,print(3 * 7)
3 volte 7,print(3 * 7)
calcola 3 per 7,print(3 * 7)
moltiplica 3 per 8,print(3 * 8)
3 volte 8,print(3 * 8)
calcola 3 per 8,print(3 * 8)
moltiplica 3 per 9,print(3 * 9)
3 volte 9,print(3 * 9)
calcola 3 per 9,print(3 * 9)
moltiplica 3 per 10,print(3 * 10)
3 volte 10,print(3 * 10)
calcola 3 per 10,print(3 * 10)
moltiplica 3 per 11,print(3 * 11)
3 volte 11,print(3 * 11)
calcola 3 per 11,print(3 * 11)
moltiplica 3 per 12,print(3 * 12)
3 volte 12,print(3 * 12)
calcola 3 per 12,print(3 * 12)
moltiplica 3 per 13,print(3 * 13)
3 volte 13,print(3 * 13)
calcola 3 per 13,print(3 * 13)
moltiplica 3 per 14,print(3 * 14)
3 volte 14,print(3 * 14)
calcola 3 per 14,print(3 * 14)
moltiplica 3 per 15,print(3 * 15)
3 volte 15,print(3 * 15)
calcola 3 per 15,print(3 * 15)
moltiplica 3 per 16,print(3 * 16)
3 volte 16,print(3 * 16)
calcola 3 per 16,print(3 * 16)
moltiplica 3 per 17,print(3 * 17)
3 volte 17,print(3 * 17)
calcola 3 per 17,print(3 * 17)
moltiplica 3 per 18,print(3 * 18)
3 volte 18,print(3 * 18)
calcola 3 per 18,print(3 * 18)
moltiplica 3 per 19,print(3 * 19)
3 volte 19,print(3 * 19)
calcola 3 per 19,print(3 * 19)
moltiplica 3 per 20,print(3 * 20)
3 volte 20,print(3 * 20)
calcola 3 per 20,print(3 * 20)
moltiplica 4 per 0,print(4 * 0)
4 volte 0,print(4 * 0)
calcola 4 per 0,print(4 * 0)
moltiplica 4 per 1,print(4 * 1)
4 volte 1,print(4 * 1)
calcola 4 per 1,print(4 * 1)
moltiplica 4 per 2,print(4 * 2)
4 volte 2,print(4 * 2)
calcola 4 per 2,print(4 * 2)
moltiplica 4 per 3,print(4 * 3)
4 volte 3,print(4 * 3)
calcola 4 per 3,print(4 * 3)
moltiplica 4 per 4,print(4 * 4)
4 volte 4,print(4 * 4)
calcola 4 per 4,print(4 * 4)
moltiplica 4 per 5,print(4 * 5)
4 volte 5,print(4 * 5)
calcola 4 per 5,print(4 * 5)
moltiplica 4 per 6,print(4 * 6)
4 volte 6,print(4 * 6)
calcola 4 per 6,print(4 * 6)
moltiplica 4 per 7,print(4 * 7)
4 volte 7,print(4 * 7)
calcola 4 per 7,print(4 * 7)
moltiplica 4 per 8,print(4 * 8)
4 volte 8,print(4 * 8)
calcola 4 per 8,print(4 * 8)
moltiplica 4 per 9,print(4 * 9)
4 volte 9,print(4 * 9)
calcola 4 per 9,print(4 * 9)
moltiplica 4 per 10,print(4 * 10)
4 volte 10,print(4 * 10)
calcola 4 per 10,print(4 * 10)
moltiplica 4 per 11,print(4 * 11)
4 volte 11,print(4 * 11)
calcola 4 per 11,print(4 * 11)
moltiplica 4 per 12,print(4 * 12)
4 volte 12,print(4 * 12)
calcola 4 per 12,print(4 * 12)
moltiplica 4 per 13,print(4 * 13)
4 volte 13,print(4 * 13)
calcola 4 per 13,print(4 * 13)
moltiplica 4 per 14,print(4 * 14)
4 volte 14,print(4 * 14)
calcola 4 per 14,print(4 * 14)
moltiplica 4 per 15,print(4 * 15)
4 volte 15,print(4 * 15)
calcola 4 per 15,print(4 * 15)
moltiplica 4 per 16,print(4 * 16)
4 volte 16,print(4 * 16)
calcola 4 per 16,print(4 * 16)
moltiplica 4 per 17,print(4 * 17)
4 volte 17,print(4 * 17)
calcola 4 per 17,print(4 * 17)
moltiplica 4 per 18,print(4 * 18)
4 volte 18,print(4 * 18)
calcola 4 per 18,print(4 * 18)
moltiplica 4 per 19,print(4 * 19)
4 volte 19,print(4 * 19)
calcola 4 per 19,print(4 * 19)
moltiplica 4 per 20,print(4 * 20)
4 volte 20,print(4 * 20)
calcola 4 per 20,print(4 * 20)
moltiplica 5 per 0,print(5 * 0)
5 volte 0,print(5 * 0)
calcola 5 per 0,print(5 * 0)
moltiplica 5 per 1,print(5 * 1)
5 volte 1,print(5 * 1)
calcola 5 per 1,print(5 * 1)
moltiplica 5 per 2,print(5 * 2)
5 volte 2,print(5 * 2)
calcola 5 per 2,print(5 * 2)
moltiplica 5 per 3,print(5 * 3)
5 volte 3,print(5 * 3)
calcola 5 per 3,print(5 * 3)
moltiplica 5 per 4,print(5 * 4)
5 volte 4,print(5 * 4)
calcola 5 per 4,print(5 * 4)
moltiplica 5 per 5,print(5 * 5)
5 volte 5,print(5 * 5)
calcola 5 per 5,print(5 * 5)
moltiplica 5 per 6,print(5 * 6)
5 volte 6,print(5 * 6)
calcola 5 per 6,print(5 * 6)
moltiplica 5 per 7,print(5 * 7)
5 volte 7,print(5 * 7)
calcola 5 per 7,print(5 * 7)
moltiplica 5 per 8,print(5 * 8)
5 volte 8,print(5 * 8)
calcola 5 per 8,print(5 * 8)
moltiplica 5 per 9,print(5 * 9)
5 volte 9,print(5 * 9)
calcola 5 per 9,print(5 * 9)
moltiplica 5 per 10,print(5 * 10)
5 volte 10,print(5 * 10)
calcola 5 per 10,print(5 * 10)
moltiplica 5 per 11,print(5 * 11)
5 volte 11,print(5 * 11)
calcola 5 per 11,print(5 * 11)
moltiplica 5 per 12,print(5 * 12)
5 volte 12,print(5 * 12)
calcola 5 per 12,print(5 * 12)
moltiplica 5 per 13,print(5 * 13)
5 volte 13,print(5 * 13)
calcola 5 per 13,print(5 * 13)
moltiplica 5 per 14,print(5 * 14)
5 volte 14,print(5 * 14)
calcola 5 per 14,print(5 * 14)
moltiplica 5 per 15,print(5 * 15)
5 volte 15,print(5 * 15)
calcola 5 per 15,print(5 * 15)
moltiplica 5 per 16,print(5 * 16)
5 volte 16,print(5 * 16)
calcola 5 per 16,print(5 * 16)
moltiplica 5 per 17,print(5 * 17)
5 volte 17,print(5 * 17)
calcola 5 per 17,print(5 * 17)
moltiplica 5 per 18,print(5 * 18)
5 volte 18,print(5 * 18)
calcola 5 per 18,print(5 * 18)
moltiplica 5 per 19,print(5 * 19)
5 volte 19,print(5 * 19)
calcola 5 per 19,print(5 * 19)
moltiplica 5 per 20,print(5 * 20)
5 volte 20,print(5 * 20)
calcola 5 per 20,print(5 * 20)
moltiplica 6 per 0,print(6 * 0)
6 volte 0,print(6 * 0)
calcola 6 per 0,print(6 * 0)
moltiplica 6 per 1,print(6 * 1)
6 volte 1,print(6 * 1)
calcola 6 per 1,print(6 * 1)
moltiplica 6 per 2,print(6 * 2)
6 volte 2,print(6 * 2)
calcola 6 per 2,print(6 * 2)
moltiplica 6 per 3,print(6 * 3)
6 volte 3,print(6 * 3)
calcola 6 per 3,print(6 * 3)
moltiplica 6 per 4,print(6 * 4)
6 volte 4,print(6 * 4)
calcola 6 per 4,print(6 * 4)
moltiplica 6 per 5,print(6 * 5)
6 volte 5,print(6 * 5)
calcola 6 per 5,print(6 * 5)
moltiplica 6 per 6,print(6 * 6)
6 volte 6,print(6 * 6)
calcola 6 per 6,print(6 * 6)
moltiplica 6 per 7,print(6 * 7)
6 volte 7,print(6 * 7)
calcola 6 per 7,print(6 * 7)
moltiplica 6 per 8,print(6 * 8)
6 volte 8,print(6 * 8)
calcola 6 per 8,print(6 * 8)
moltiplica 6 per 9,print(6 * 9)
6 volte 9,print(6 * 9)
calcola 6 per 9,print(6 * 9)
moltiplica 6 per 10,print(6 * 10)
6 volte 10,print(6 * 10)
calcola 6 per 10,print(6 * 10)
moltiplica 6 per 11,print(6 * 11)
6 volte 11,print(6 * 11)
calcola 6 per 11,print(6 * 11)
moltiplica 6 per 12,print(6 * 12)
6 volte 12,print(6 * 12)
calcola 6 per 12,print(6 * 12)
moltiplica 6 per 13,print(6 * 13)
6 volte 13,print(6 * 13)
calcola 6 per 13,print(6 * 13)
moltiplica 6 per 14,print(6 * 14)
6 volte 14,print(6 * 14)
calcola 6 per 14,print(6 * 14)
moltiplica 6 per 15,print(6 * 15)
6 volte 15,print(6 * 15)
calcola 6 per 15,print(6 * 15)
moltiplica 6 per 16,print(6 * 16)
6 volte 16,print(6 * 16)
calcola 6 per 16,print(6 * 16)
moltiplica 6 per 17,print(6 * 17)
6 volte 17,print(6 * 17)
calcola 6 per 17,print(6 * 17)
moltiplica 6 per 18,print(6 * 18)
6 volte 18,print(6 * 18)
calcola 6 per 18,print(6 * 18)
moltiplica 6 per 19,print(6 * 19)
6 volte 19,print(6 * 19)
calcola 6 per 19,print(6 * 19)
moltiplica 6 per 20,print(6 * 20)
6 volte 20,print(6 * 20)
calcola 6 per 20,print(6 * 20)
moltiplica 7 per 0,print(7 * 0)
7 volte 0,print(7 * 0)
calcola 7 per 0,print(7 * 0)
moltiplica 7 per 1,print(7 * 1)
7 volte 1,print(7 * 1)
calcola 7 per 1,print(7 * 1)
moltiplica 7 per 2,print(7 * 2)
7 volte 2,print(7 * 2)
calcola 7 per 2,print(7 * 2)
moltiplica 7 per 3,print(7 * 3)
7 volte 3,print(7 * 3)
calcola 7 per 3,print(7 * 3)
moltiplica 7 per 4,print(7 * 4)
7 volte 4,print(7 * 4)
calcola 7 per 4,print(7 * 4)
moltiplica 7 per 5,print(7 * 5)
7 volte 5,print(7 * 5)
calcola 7 per 5,print(7 * 5)
moltiplica 7 per 6,print(7 * 6)
7 volte 6,print(7 * 6)
calcola 7 per 6,print(7 * 6)
moltiplica 7 per 7,print(7 * 7)
7 volte 7,print(7 * 7)
calcola 7 per 7,print(7 * 7)
moltiplica 7 per 8,print(7 * 8)
7 volte 8,print(7 * 8)
calcola 7 per 8,print(7 * 8)
moltiplica 7 per 9,print(7 * 9)
7 volte 9,print(7 * 9)
calcola 7 per 9,print(7 * 9)
moltiplica 7 per 10,print(7 * 10)
7 volte 10,print(7 * 10)
calcola 7 per 10,print(7 * 10)
moltiplica 7 per 11,print(7 * 11)
7 volte 11,print(7 * 11)
calcola 7 per 11,print(7 * 11)
moltiplica 7 per 12,print(7 * 12)
7 volte 12,print(7 * 12)
calcola 7 per 12,print(7 * 12)
moltiplica 7 per 13,print(7 * 13)
7 volte 13,print(7 * 13)
calcola 7 per 13,print(7 * 13)
moltiplica 7 per 14,print(7 * 14)
7 volte 14,print(7 * 14)
calcola 7 per 14,print(7 * 14)
moltiplica 7 per 15,print(7 * 15)
7 volte 15,print(7 * 15)
calcola 7 per 15,print(7 * 15)
moltiplica 7 per 16,print(7 * 16)
7 volte 16,print(7 * 16)
calcola 7 per 16,print(7 * 16)
moltiplica 7 per 17,print(7 * 17)
7 volte 17,print(7 * 17)
calcola 7 per 17,print(7 * 17)
moltiplica 7 per 18,print(7 * 18)
7 volte 18,print(7 * 18)
calcola 7 per 18,print(7 * 18)
moltiplica 7 per 19,print(7 * 19)
7 volte 19,print(7 * 19)
calcola 7 per 19,print(7 * 19)
moltiplica 7 per 20,print(7 * 20)
7 volte 20,print(7 * 20)
calcola 7 per 20,print(7 * 20)
moltiplica 8 per 0,print(8 * 0)
8 volte 0,print(8 * 0)
calcola 8 per 0,print(8 * 0)
moltiplica 8 per 1,print(8 * 1)
8 volte 1,print(8 * 1)
calcola 8 per 1,print(8 * 1)
moltiplica 8 per 2,print(8 * 2)
8 volte 2,print(8 * 2)
calcola 8 per 2,print(8 * 2)
moltiplica 8 per 3,print(8 * 3)
8 volte 3,print(8 * 3)
calcola 8 per 3,print(8 * 3)
moltiplica 8 per 4,print(8 * 4)
8 volte 4,print(8 * 4)
calcola 8 per 4,print(8 * 4)
moltiplica 8 per 5,print(8 * 5)
8 volte 5,print(8 * 5)
calcola 8 per 5,print(8 * 5)
moltiplica 8 per 6,print(8 * 6)
8 volte 6,print(8 * 6)
calcola 8 per 6,print(8 * 6)
moltiplica 8 per 7,print(8 * 7)
8 volte 7,print(8 * 7)
calcola 8 per 7,print(8 * 7)
moltiplica 8 per 8,print(8 * 8)
8 volte 8,print(8 * 8)
calcola 8 per 8,print(8 * 8)
moltiplica 8 per 9,print(8 * 9)
8 volte 9,print(8 * 9)
calcola 8 per 9,print(8 * 9)
moltiplica 8 per 10,print(8 * 10)
8 volte 10,print(8 * 10)
calcola 8 per 10,print(8 * 10)
moltiplica 8 per 11,print(8 * 11)
8 volte 11,print(8 * 11)
calcola 8 per 11,print(8 * 11)
moltiplica 8 per 12,print(8 * 12)
8 volte 12,print(8 * 12)
calcola 8 per 12,print(8 * 12)
moltiplica 8 per 13,print(8 * 13)
8 volte 13,print(8 * 13)
calcola 8 per 13,print(8 * 13)
moltiplica 8 per 14,print(8 * 14)
8 volte 14,print(8 * 14)
calcola 8 per 14,print(8 * 14)
moltiplica 8 per 15,print(8 * 15)
8 volte 15,print(8 * 15)
calcola 8 per 15,print(8 * 15)
moltiplica 8 per 16,print(8 * 16)
8 volte 16,print(8 * 16)
calcola 8 per 16,print(8 * 16)
moltiplica 8 per 17,print(8 * 17)
8 volte 17,print(8 * 17)
calcola 8 per 17,print(8 * 17)
moltiplica 8 per 18,print(8 * 18)
8 volte 18,print(8 * 18)
calcola 8 per 18,print(8 * 18)
moltiplica 8 per 19,print(8 * 19)
8 volte 19,print(8 * 19)
calcola 8 per 19,print(8 * 19)
moltiplica 8 per 20,print(8 * 20)
8 volte 20,print(8 * 20)
calcola 8 per 20,print(8 * 20)
moltiplica 9 per 0,print(9 * 0)
9 volte 0,print(9 * 0)
calcola 9 per 0,print(9 * 0)
moltiplica 9 per 1,print(9 * 1)
9 volte 1,print(9 * 1)
calcola 9 per 1,print(9 * 1)
moltiplica 9 per 2,print(9 * 2)
9 volte 2,print(9 * 2)
calcola 9 per 2,print(9 * 2)
moltiplica 9 per 3,print(9 * 3)
9 volte 3,print(9 * 3)
calcola 9 per 3,print(9 * 3)
moltiplica 9 per 4,print(9 * 4)
9 volte 4,print(9 * 4)
calcola 9 per 4,print(9 * 4)
moltiplica 9 per 5,print(9 * 5)
9 volte 5,print(9 * 5)
calcola 9 per 5,print(9 * 5)
moltiplica 9 per 6,print(9 * 6)
9 volte 6,print(9 * 6)
calcola 9 per 6,print(9 * 6)
moltiplica 9 per 7,print(9 * 7)
9 volte 7,print(9 * 7)
calcola 9 per 7,print(9 * 7)
moltiplica 9 per 8,print(9 * 8)
9 volte 8,print(9 * 8)
calcola 9 per 8,print(9 * 8)
moltiplica 9 per 9,print(9 * 9)
9 volte 9,print(9 * 9)
calcola 9 per 9,print(9 * 9)
moltiplica 9 per 10,print(9 * 10)
9 volte 10,print(9 * 10)
calcola 9 per 10,print(9 * 10)
moltiplica 9 per 11,print(9 * 11)
9 volte 11,print(9 * 11)
calcola 9 per 11,print(9 * 11)
moltiplica 9 per 12,print(9 * 12)
9 volte 12,print(9 * 12)
calcola 9 per 12,print(9 * 12)
moltiplica 9 per 13,print(9 * 13)
9 volte 13,print(9 * 13)
calcola 9 per 13,print(9 * 13)
moltiplica 9 per 14,print(9 * 14)
9 volte 14,print(9 * 14)
calcola 9 per 14,print(9 * 14)
moltiplica 9 per 15,print(9 * 15)
9 volte 15,print(9 * 15)
calcola 9 per 15,print(9 * 15)
moltiplica 9 per 16,print(9 * 16)
9 volte 16,print(9 * 16)
calcola 9 per 16,print(9 * 16)
moltiplica 9 per 17,print(9 * 17)
9 volte 17,print(9 * 17)
calcola 9 per 17,print(9 * 17)
moltiplica 9 per 18,print(9 * 18)
9 volte 18,print(9 * 18)
calcola 9 per 18,print(9 * 18)
moltiplica 9 per 19,print(9 * 19)
9 volte 19,print(9 * 19)
calcola 9 per 19,print(9 * 19)
moltiplica 9 per 20,print(9 * 20)
9 volte 20,print(9 * 20)
calcola 9 per 20,print(9 * 20)
moltiplica 10 per 0,print(10 * 0)
10 volte 0,print(10 * 0)
calcola 10 per 0,print(10 * 0)
moltiplica 10 per 1,print(10 * 1)
10 volte 1,print(10 * 1)
calcola 10 per 1,print(10 * 1)
moltiplica 10 per 2,print(10 * 2)
10 volte 2,print(10 * 2)
calcola 10 per 2,print(10 * 2)
moltiplica 10 per 3,print(10 * 3)
10 volte 3,print(10 * 3)
calcola 10 per 3,print(10 * 3)
moltiplica 10 per 4,print(10 * 4)
10 volte 4,print(10 * 4)
calcola 10 per 4,print(10 * 4)
moltiplica 10 per 5,print(10 * 5)
10 volte 5,print(10 * 5)
calcola 10 per 5,print(10 * 5)
moltiplica 10 per 6,print(10 * 6)
10 volte 6,print(10 * 6)
calcola 10 per 6,print(10 * 6)
moltiplica 10 per 7,print(10 * 7)
10 volte 7,print(10 * 7)
calcola 10 per 7,print(10 * 7)
moltiplica 10 per 8,print(10 * 8)
10 volte 8,print(10 * 8)
calcola 10 per 8,print(10 * 8)
moltiplica 10 per 9,print(10 * 9)
10 volte 9,print(10 * 9)
calcola 10 per 9,print(10 * 9)
moltiplica 10 per 10,print(10 * 10)
10 volte 10,print(10 * 10)
calcola 10 per 10,print(10 * 10)
moltiplica 10 per 11,print(10 * 11)
10 volte 11,print(10 * 11)
calcola 10 per 11,print(10 * 11)
moltiplica 10 per 12,print(10 * 12)
10 volte 12,print(10 * 12)
calcola 10 per 12,print(10 * 12)
moltiplica 10 per 13,print(10 * 13)
10 volte 13,print(10 * 13)
calcola 10 per 13,print(10 * 13)
moltiplica 10 per 14,print(10 * 14)
10 volte 14,print(10 * 14)
calcola 10 per 14,print(10 * 14)
moltiplica 10 per 15,print(10 * 15)
10 volte 15,print(10 * 15)
calcola 10 per 15,print(10 * 15)
moltiplica 10 per 16,print(10 * 16)
10 volte 16,print(10 * 16)
calcola 10 per 16,print(10 * 16)
moltiplica 10 per 17,print(10 * 17)
10 volte 17,print(10 * 17)
calcola 10 per 17,print(10 * 17)
moltiplica 10 per 18,print(10 * 18)
10 volte 18,print(10 * 18)
calcola 10 per 18,print(10 * 18)
moltiplica 10 per 19,print(10 * 19)
10 volte 19,print(10 * 19)
calcola 10 per 19,print(10 * 19)
moltiplica 10 per 20,print(10 * 20)
10 volte 20,print(10 * 20)
calcola 10 per 20,print(10 * 20)
moltiplica 11 per 0,print(11 * 0)
11 volte 0,print(11 * 0)
calcola 11 per 0,print(11 * 0)
moltiplica 11 per 1,print(11 * 1)
11 volte 1,print(11 * 1)
calcola 11 per 1,print(11 * 1)
moltiplica 11 per 2,print(11 * 2)
11 volte 2,print(11 * 2)
calcola 11 per 2,print(11 * 2)
moltiplica 11 per 3,print(11 * 3)
11 volte 3,print(11 * 3)
calcola 11 per 3,print(11 * 3)
moltiplica 11 per 4,print(11 * 4)
11 volte 4,print(11 * 4)
calcola 11 per 4,print(11 * 4)
moltiplica 11 per 5,print(11 * 5)
11 volte 5,print(11 * 5)
calcola 11 per 5,print(11 * 5)
moltiplica 11 per 6,print(11 * 6)
11 volte 6,print(11 * 6)
calcola 11 per 6,print(11 * 6)
moltiplica 11 per 7,print(11 * 7)
11 volte 7,print(11 * 7)
calcola 11 per 7,print(11 * 7)
moltiplica 11 per 8,print(11 * 8)
11 volte 8,print(11 * 8)
calcola 11 per 8,print(11 * 8)
moltiplica 11 per 9,print(11 * 9)
11 volte 9,print(11 * 9)
calcola 11 per 9,print(11 * 9)
moltiplica 11 per 10,print(11 * 10)
11 volte 10,print(11 * 10)
calcola 11 per 10,print(11 * 10)
moltiplica 11 per 11,print(11 * 11)
11 volte 11,print(11 * 11)
calcola 11 per 11,print(11 * 11)
moltiplica 11 per 12,print(11 * 12)
11 volte 12,print(11 * 12)
calcola 11 per 12,print(11 * 12)
moltiplica 11 per 13,print(11 * 13)
11 volte 13,print(11 * 13)
calcola 11 per 13,print(11 * 13)
moltiplica 11 per 14,print(11 * 14)
11 volte 14,print(11 * 14)
calcola 11 per 14,print(11 * 14)
moltiplica 11 per 15,print(11 * 15)
11 volte 15,print(11 * 15)
calcola 11 per 15,print(11 * 15)
moltiplica 11 per 16,print(11 * 16)
11 volte 16,print(11 * 16)
calcola 11 per 16,print(11 * 16)
moltiplica 11 per 17,print(11 * 17)
11 volte 17,print(11 * 17)
calcola 11 per 17,print(11 * 17)
moltiplica 11 per 18,print(11 * 18)
11 volte 18,print(11 * 18)
calcola 11 per 18,print(11 * 18)
moltiplica 11 per 19,print(11 * 19)
11 volte 19,print(11 * 19)
calcola 11 per 19,print(11 * 19)
moltiplica 11 per 20,print(11 * 20)
11 volte 20,print(11 * 20)
calcola 11 per 20,print(11 * 20)
moltiplica 12 per 0,print(12 * 0)
12 volte 0,print(12 * 0)
calcola 12 per 0,print(12 * 0)
moltiplica 12 per 1,print(12 * 1)
12 volte 1,print(12 * 1)
calcola 12 per 1,print(12 * 1)
moltiplica 12 per 2,print(12 * 2)
12 volte 2,print(12 * 2)
calcola 12 per 2,print(12 * 2)
moltiplica 12 per 3,print(12 * 3)
12 volte 3,print(12 * 3)
calcola 12 per 3,print(12 * 3)
moltiplica 12 per 4,print(12 * 4)
12 volte 4,print(12 * 4)
calcola 12 per 4,print(12 * 4)
moltiplica 12 per 5,print(12 * 5)
12 volte 5,print(12 * 5)
calcola 12 per 5,print(12 * 5)
moltiplica 12 per 6,print(12 * 6)
12 volte 6,print(12 * 6)
calcola 12 per 6,print(12 * 6)
moltiplica 12 per 7,print(12 * 7)
12 volte 7,print(12 * 7)
calcola 12 per 7,print(12 * 7)
moltiplica 12 per 8,print(12 * 8)
12 volte 8,print(12 * 8)
calcola 12 per 8,print(12 * 8)
moltiplica 12 per 9,print(12 * 9)
12 volte 9,print(12 * 9)
calcola 12 per 9,print(12 * 9)
moltiplica 12 per 10,print(12 * 10)
12 volte 10,print(12 * 10)
calcola 12 per 10,print(12 * 10)
moltiplica 12 per 11,print(12 * 11)
12 volte 11,print(12 * 11)
calcola 12 per 11,print(12 * 11)
moltiplica 12 per 12,print(12 * 12)
12 volte 12,print(12 * 12)
calcola 12 per 12,print(12 * 12)
moltiplica 12 per 13,print(12 * 13)
12 volte 13,print(12 * 13)
calcola 12 per 13,print(12 * 13)
moltiplica 12 per 14,print(12 * 14)
